鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-隔間,車位類別,備註,File,土地移轉坪數,建物移轉坪數,車位移轉坪數,地址,台北市,戶別,建物+車位移轉數,每坪單價(萬),總價(萬),車位總價(萬),幾房,幾廳,幾衛,車位,車位單價(萬),交易年,交易月,MRT,MRT_DIST,MRT_Tput_UL,MRT_Commute_Time_UL,MRT_Tput_DL,MRT_Tput,sku_dist,sku_name,sku_109_total,sku_public,lat,log,建案名稱,棟及號,屋齡,coor,MRT_ave,SKU_ave,coor_ave,DIST_ave,Latest
信義區,房地(土地+建物)+車位,台北市信義區中坡南路201巷18號,住,1091219,17,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,4.57,32.480000000000004,19.83,信義區中坡南路201巷18號,1,X戶,52.31,83.3,3225,520,2,2,1,2,260,109,12,BL線_後山埤站,557.0,2443.0,14.9,1015.0,-1428.0,277.0,福德國小,793.0,1.0,25.0414,121.5865,信義一品,,0,121.5865_25.0414,84.98,83.6,83.6,89.29,1.0
南港區,房地(土地+建物)+車位,台北市南港區三重里三重路200巷,住,1091218,8,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S2.csv,11.59,34.33,10.13,南港區三重里三重路200巷,1,X戶,44.46,86.13,3212,255,3,2,2,1,255,109,12,BR線_南港軟體園區站,263.0,274.0,17.44,1092.0,818.0,717.0,南港國小,1367.0,1.0,25.06227,121.61513,新美齊心居,,0,121.61513_25.06227,82.29,97.74,86.58,86.24,1.0
信義區,房地(土地+建物)+車位,台北市信義區中坡南路201巷18號,住,1091218,15,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,4.25,30.949999999999996,9.92,信義區中坡南路201巷18號,1,X戶,40.87,81.67,2818,290,2,2,1,1,290,109,12,BL線_後山埤站,557.0,2443.0,14.9,1015.0,-1428.0,277.0,福德國小,793.0,1.0,25.0414,121.5865,信義一品,,0,121.5865_25.0414,84.98,83.6,83.6,89.29,1.0
文山區,房地(土地+建物)+車位,台北市文山區溪州街67號,住,1091218,6,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,雨遮不計價。,A_lvr_land_B_110_S4.csv,4.76,26.480000000000004,11.15,文山區溪州街67號,1,A棟A3-06F號,37.63,67.25,2031,250,2,2,1,1,250,109,12,G線_萬隆站,483.0,2009.0,18.37,1792.0,-217.0,201.0,萬福國小,459.0,1.0,25.00523,121.53475,台大公館,A棟A3-06F號,0,121.53475_25.00523,68.16,70.11,70.11,68.02,1.0
信義區,房地(土地+建物)+車位,台北市信義區和平東路三段463巷,住,1091218,21,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,25.59,167.82,45.62,信義區和平東路三段463巷,1,X戶,213.44,89.17,16205,1240,4,2,6,4,310,109,12,BR線_麟光站,128.0,876.0,17.13,1870.0,994.0,1062.0,大安國小,1199.0,1.0,25.01884,121.55954,宏築信義,,0,121.55954_25.01884,84.29,84.34,80.86,89.29,1.0
中山區,房地(土地+建物)+車位,台北市中山區明水路375號,住,1091217,18,25,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,3.66,31.35,10.47,中山區明水路375號,1,A3-18F號,41.82,156.58,5168,260,2,2,2,1,260,109,12,BR線_大直站,236.0,954.0,15.29,1325.0,371.0,315.0,大直國小,709.0,1.0,25.0777,121.5455,最大直,A3-18F號,0,121.5455_25.0777,131.31,131.31,131.31,98.75,1.0
松山區,房地(土地+建物)+車位,台北市松山區寧安街,住,1091217,5,14,住宅大樓(11層含以上有電梯),住家用,SC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,7.13,57.019999999999996,18.48,松山區寧安街,1,B-5F號,75.5,123.29,7550,520,3,2,2,2,260,109,12,G線_台北小巨蛋站,268.0,1021.0,15.49,3207.0,2186.0,596.0,敦化國小,2240.0,1.0,25.0498,121.55448,永陞鳳翎,B-5F號,0,121.55448_25.0498,122.55,122.69,122.4,109.15,1.0
信義區,房地(土地+建物)+車位,台北市信義區和平東路三段463巷,住,1091217,21,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,9.72,64.46,11.4,信義區和平東路三段463巷,1,X戶,75.86,86.42,5900,330,3,2,2,1,330,109,12,BR線_麟光站,128.0,876.0,17.13,1870.0,994.0,1062.0,大安國小,1199.0,1.0,25.01884,121.55954,宏築信義,,0,121.55954_25.01884,84.29,84.34,80.86,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區中坡南路201巷18號,住,1091217,10,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,4.48,32.54,9.92,信義區中坡南路201巷18號,1,X戶,42.46,80.81,2900,270,2,2,1,1,270,109,12,BL線_後山埤站,557.0,2443.0,14.9,1015.0,-1428.0,277.0,福德國小,793.0,1.0,25.0414,121.5865,信義一品,,0,121.5865_25.0414,84.98,83.6,83.6,89.29,1.0
士林區,房地(土地+建物)+車位,台北市士林區後港街134巷與後港街交叉口,住,1091216,22,22,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.0,55.82,23.04,士林區後港街134巷與後港街交叉口,1,A-22F號,78.86,82.96,5131,500,3,2,2,2,250,109,12,R線_劍潭站,581.0,2532.0,15.76,2525.0,-7.0,325.0,百齡國小,1466.0,1.0,25.08712,121.52092,仰士林,A-22F號,0,121.52092_25.08712,79.05,79.39,80.91,82.62,1.0
信義區,房地(土地+建物)+車位,台北市信義區忠孝東路與松山路口,商,1091216,8,15,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,5.68,47.25,9.73,信義區忠孝東路與松山路口,1,C棟C3-08F號,56.98,121.68,6040,290,4,2,2,1,290,109,12,BL線_南港展覽館站,195.0,4321.0,18.55,3393.0,-928.0,799.0,南港國小,1367.0,1.0,25.05318,121.61629,森業永春,C棟C3-08F號,0,121.61629_25.05318,116.24,97.74,130.77,89.29,1.0
士林區,房地(土地+建物)+車位,台北市士林區後港街134巷與後港街交叉口,住,1091216,22,22,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,7.78,50.230000000000004,11.52,士林區後港街134巷與後港街交叉口,1,B-22F號,61.75,82.96,4417,250,3,2,2,1,250,109,12,R線_劍潭站,581.0,2532.0,15.76,2525.0,-7.0,325.0,百齡國小,1466.0,1.0,25.08712,121.52092,仰士林,B-22F號,0,121.52092_25.08712,79.05,79.39,80.91,82.62,1.0
信義區,房地(土地+建物)+車位,台北市信義區中坡南路201巷18號,住,1091216,11,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,4.48,32.57,9.92,信義區中坡南路201巷18號,1,X戶,42.49,81.35,2920,270,2,2,1,1,270,109,12,BL線_後山埤站,557.0,2443.0,14.9,1015.0,-1428.0,277.0,福德國小,793.0,1.0,25.0414,121.5865,信義一品,,0,121.5865_25.0414,84.98,83.6,83.6,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區中坡南路201巷18號,住,1091216,10,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,4.48,32.57,9.92,信義區中坡南路201巷18號,1,X戶,42.49,80.67,2898,270,2,2,1,1,270,109,12,BL線_後山埤站,557.0,2443.0,14.9,1015.0,-1428.0,277.0,福德國小,793.0,1.0,25.0414,121.5865,信義一品,,0,121.5865_25.0414,84.98,83.6,83.6,89.29,1.0
信義區,房地(土地+建物)+車位,台北市信義區和平東路三段463巷,住,1091216,5,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,9.61,63.660000000000004,11.4,信義區和平東路三段463巷,1,X戶,75.06,76.01,5168,330,3,2,2,1,330,109,12,BR線_麟光站,128.0,876.0,17.13,1870.0,994.0,1062.0,大安國小,1199.0,1.0,25.01884,121.55954,宏築信義,,0,121.55954_25.01884,84.29,84.34,80.86,89.29,1.0
文山區,房地(土地+建物)+車位,台北市文山區溪州街67號,住,1091215,11,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,雨遮不計價。,A_lvr_land_B_110_S4.csv,7.2,40.300000000000004,11.15,文山區溪州街67號,1,A棟A1-11F號,51.45,69.43,3048,250,3,2,2,1,250,109,12,G線_萬隆站,483.0,2009.0,18.37,1792.0,-217.0,201.0,萬福國小,459.0,1.0,25.00523,121.53475,台大公館,A棟A1-11F號,0,121.53475_25.00523,68.16,70.11,70.11,68.02,1.0
南港區,房地(土地+建物)+車位,台北市南港區三重里三重路200巷,住,1091215,3,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,6.5,19.240000000000002,10.13,南港區三重里三重路200巷,1,X戶,29.37,84.23,1860,240,2,2,1,1,240,109,12,BR線_南港軟體園區站,263.0,274.0,17.44,1092.0,818.0,717.0,南港國小,1367.0,1.0,25.06227,121.61513,新美齊心居,,0,121.61513_25.06227,82.29,97.74,86.58,86.24,1.0
文山區,房地(土地+建物)+車位,台北市文山區溪州街67號,住,1091215,10,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,雨遮不計價。,A_lvr_land_B_110_S4.csv,6.37,35.58,11.15,文山區溪州街67號,1,A棟A5-10F號,46.73,73.08,2835,235,3,2,2,1,235,109,12,G線_萬隆站,483.0,2009.0,18.37,1792.0,-217.0,201.0,萬福國小,459.0,1.0,25.00523,121.53475,台大公館,A棟A5-10F號,0,121.53475_25.00523,68.16,70.11,70.11,68.02,1.0
中山區,房地(土地+建物)+車位,台北市中山區建國北路二段70號,商,1091215,11,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,其他,此筆交易含約定專用露台17.25坪,A_lvr_land_B_110_S4.csv,3.08,30.93,6.64,中山區建國北路二段70號,1,C-11F號,37.57,124.02,4236,400,2,2,1,2,200,109,12,G線_松江南京站,423.0,1315.0,12.24,3369.0,2054.0,262.0,長春國小,1085.0,1.0,25.05449,121.53646,匯泰鴻,C-11F號,0,121.53646_25.05449,109.94,103.17,115.62,98.75,1.0
北投區,房地(土地+建物)+車位,台北市北投區榮華二路23號,住,1091214,5,11,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,8.0,40.62,11.28,北投區榮華二路23號,1,X戶,51.9,85.98,3767,275,3,2,2,1,275,109,12,R線_石牌站,830.0,3618.0,20.26,1855.0,-1763.0,113.0,私立奎山中學附小,393.0,0.0,25.11344,121.52322,璞真榮華,,0,121.52322_25.11344,87.4,84.99,85.7,66.9,1.0
中正區,房地(土地+建物)+車位,台北市中正區幸福里齊東街82巷42號,住,1091213,5,21,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,a_lvr_land_b_111_0121.csv,3.63,33.39,6.49,中正區幸福里齊東街82巷42號,1,B-5F號,39.88,117.4,4275,355,3,2,2,1,355,109,12,O線_忠孝新生站,464.0,1595.0,11.38,2940.0,1345.0,309.0,忠孝國小,347.0,1.0,25.04243,121.52853,安家藏玉,B-5F號,0,121.52853_25.04243,128.29,125.57,128.29,112.41,0.0
松山區,房地(土地+建物)+車位,台北市松山區延壽街18巷19號,住,1091213,2,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道機械,,A_lvr_land_B_110_S3.csv,5.91,43.08,9.35,松山區延壽街18巷19號,1,X戶,52.43,82.63,3700,140,3,2,2,1,140,109,12,G線_南京三民站,663.0,1898.0,16.56,2868.0,970.0,582.0,健康國小,1022.0,1.0,25.05651,121.56855,民生鉑月,,0,121.56855_25.05651,94.29,94.29,88.25,109.15,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路2樓,商,1091213,2,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,升降平面,,A_lvr_land_B_110_S2.csv,4.53,42.13,13.32,大同區民生西路2樓,1,X戶,55.45,72.51,3285,230,3,2,2,1,230,109,12,R線_民權西路站,626.0,1668.0,12.98,2928.0,1260.0,672.0,雙蓮國小,968.0,1.0,25.0579,121.52288,,,0,121.52288_25.0579,92.3,90.59,75.42,79.43,1.0
